;RF0610;RF0620;RF0811;RF0812;RF0893;RF0899;RF1011
2011-09-30;1,001372;0,964144;11,147471;13,202726;6,156223;9,397818;1,006413
2011-10-31;1,022602;1,017965;8,98656;15,225778;2,935228;11,335428;1,048478
2011-11-30;0,985405;1,020386;-4,067493;-1,057539;6,745461;0,789158;0,98354
2011-12-31;1,010902;1,046613;-36,981893;-33,313349;7,324816;-21,517913;1,016031
2012-01-31;0,993744;1,027903;-0,399354;-19,567149;13,312114;-0,68114;1,00697
2012-02-29;0,909493;0,93182;-3,390212;-12,392751;9,651512;-1,840471;0,927791
2012-03-31;1,023588;0,985896;15,909471;10,805615;9,23541;8,020324;1,051124
2012-04-30;0,996257;0,97083;10,728466;11,991386;-15,034163;-0,785658;0,999676
2012-05-31;1,027391;1,029716;-0,265775;-0,132534;1,517174;0,372422;1,014921
2012-06-30;0,986348;1,001777;12,883833;17,811625;7,659265;4,420148;0,981428
2012-07-31;1,023476;1,02396;13,779252;19,797088;-5,635074;11,204983;0,968169
2012-08-31;1,024337;0,989974;-29,307551;-22,981264;-44,395496;-21,799135;0,995513
2012-09-30;1,003284;0,962844;10,292856;12,202382;7,431912;7,926983;1,002951
2012-10-31;1,020001;1,005361;8,434521;15,737209;7,005216;12,867012;1,054995
2012-11-30;0,983904;1,020181;-5,508663;-1,170866;7,359124;0,819902;0,977567
2012-12-31;1,007812;1,042009;-32,914926;-32,383195;1,686803;-21,351011;1,011965
2013-01-31;0,990202;1,013614;1,702544;-18,072085;14,811412;-0,072625;1,013241
2013-02-28;0,908304;0,931773;-3,788769;-11,603522;7,96825;-0,734316;0,932384
2013-03-31;1,021874;0,991413;14,432195;9,446247;7,310754;8,133821;1,045445
2013-04-30;0,998354;0,989754;11,675754;12,667979;-14,966294;0,249161;1,000538
2013-05-31;1,031359;1,043684;-0,485899;-0,988485;-0,174981;0,250423;1,017748
2013-06-30;0,987577;1,001076;12,409293;16,74681;7,059203;3,701087;0,980873
2013-07-31;1,029898;1,029211;13,243936;20,454472;-1,22781;10,466804;0,970341
2013-08-31;1,023645;0,992057;-30,296266;-23,830785;-42,87896;-23,68331;0,989737
2013-09-30;1,000332;0,953429;8,915936;11,616544;9,08163;6,90962;1,005148
2013-10-31;1,018806;0,985102;8,345701;16,279675;8,455304;13,792759;1,058693
2013-11-30;0,981629;1,015322;-5,507933;-1,14991;8,156286;1,048052;0,9701
2013-12-31;1,007536;1,03365;-29,309287;-31,291908;-4,37709;-20,713829;1,013628
