;RF0610;RF0620;RF0811;RF0812;RF0893;RF0899;RF1011
2009-04-30;109,052343;977,741509;154,850683;99,249694;97,301328;86,209598;101,351162
2009-05-31;108,708118;967,80096;155,126012;98,874691;97,153396;86,902162;101,205032
2009-06-30;108,190246;956,179219;155,339672;98,638813;97,265938;88,299917;101,159661
2009-07-31;107,621598;943,882677;155,357326;98,428522;97,749767;90,184957;101,182605
2009-08-31;107,057155;930,013621;155,14492;98,227171;98,733058;92,369476;101,257101
2009-09-30;106,560026;913,093981;154,758136;98,065029;100,272752;94,64768;101,380264
2009-10-31;106,126545;893,480941;154,289809;97,958679;102,274082;96,836069;101,499259
2009-11-30;105,66679;870,365583;153,943175;98,024955;104,558376;98,835645;101,644247
2009-12-31;105,050826;846,281488;153,979593;98,338265;106,890938;100,557533;101,829207
2010-01-31;104,190449;824,753287;154,607423;98,899772;108,9801;101,930473;102,026445
2010-02-28;103,14098;809,751688;155,79701;99,645631;110,670134;103,052373;102,284385
2010-03-31;101,977881;803,612511;157,369206;100,38346;111,932556;104,086413;102,61578
2010-04-30;100,807593;805,30222;159,166812;100,956875;112,709791;105,144262;102,990742
2010-05-31;99,772123;810,164038;161,004672;101,297188;112,997709;106,263818;103,401188
2010-06-30;111,56432;817,661494;162,634693;101,376344;112,905442;107,355913;103,812412
2010-07-31;110,961771;830,456516;163,886644;101,195544;112,532557;108,343867;104,192658
2010-08-31;110,751845;851,326333;164,669359;100,807058;112,027755;109,187546;104,570959
2010-09-30;110,868655;877,658933;164,963756;100,228476;111,488001;109,854253;104,941845
2010-10-31;111,101603;903,753287;164,834995;99,489538;111,11911;110,324988;105,293697
2010-11-30;111,250146;922,509885;164,488289;98,710776;110,948957;110,701473;105,647189
2010-12-31;111,294776;789,216563;164,060107;97,992893;110,880363;111,040319;105,953559
2011-01-31;111,239675;777,545471;163,644525;97,421214;110,894026;111,34466;106,202118
2011-02-28;110,980206;754,41374;163,286363;97,040822;110,914817;111,528257;106,387229
2011-03-31;110,477572;726,529249;163,025495;96,861976;110,863301;111,539599;106,448074
2011-04-30;109,865126;702,345057;162,821768;96,818089;110,759878;111,328928;106,371141
2011-05-31;109,154049;688,729269;162,610945;96,918879;110,636728;110,886914;106,193364
2011-06-30;108,393331;685,387355;162,319138;97,126614;110,512718;110,210962;105,913159
2011-07-31;107,572812;687,42999;161,868655;97,406191;110,359549;109,308331;105,535216
2011-08-31;106,622126;689,38751;161,357373;97,738487;110,154187;108,250842;105,116008
2011-09-30;105,517437;687,929307;160,921438;98,102083;109,879943;107,139561;104,662086
2011-10-31;104,326269;682,236985;160,704016;98,530963;109,493796;106,120649;104,236425
2011-11-30;103,14555;673,256869;160,733079;98,979393;108,976763;105,241828;103,849733
2011-12-31;102,074426;661,972344;160,935976;99,353753;108,344157;104,535516;103,480349
2012-01-31;101,234698;650,760162;161,268645;99,623222;107,59823;104,125046;103,160366
2012-02-29;100,59123;640,610538;117,50911;99,747841;106,803234;104,114949;102,878306
2012-03-31;100,032498;632,924649;118,053507;99,739477;105,921231;104,446346;102,596282
2012-04-30;99,328937;629,673505;118,697681;99,670873;104,97101;105,074225;102,304734
2012-05-31;98,347563;631,576924;119,354013;99,551671;104,044905;105,883337;101,985003
2012-06-30;97,218147;636,898623;119,874005;99,350174;103,156103;106,761668;101,599781
2012-07-31;96,135528;643,296041;120,208349;99,067769;102,387645;107,616421;101,201954
2012-08-31;95,299309;646,397067;120,206496;98,661035;101,833756;108,279075;100,783768
2012-09-30;94,807062;644,25861;119,754321;98,102127;101,570969;108,597728;100,342332
2012-10-31;94,663453;636,536872;118,822174;97,46704;101,591825;108,562243;99,900594
2012-11-30;94,707991;625,181525;117,357486;96,812341;101,744327;108,136313;99,430663
2012-12-31;94,68199;612,862827;115,399748;96,182339;102,034139;107,335662;98,92748
2013-01-31;94,450493;602,919499;113,034188;95,646204;102,465919;106,235923;98,424151
2013-02-28;94,093445;596,299514;110,405541;95,280151;102,982104;104,929342;97,90365
2013-03-31;93,810537;593,543762;107,733383;95,180911;103,563105;103,578369;97,39427
2013-04-30;93,794058;590,964791;105,235001;95,416152;104,132341;102,319624;96,978246
2013-05-31;94,191103;584,245602;103,14501;95,977439;104,541421;101,305901;96,663986
2013-06-30;94,81818;573,296557;101,669795;96,801459;104,771338;100,701347;96,470408
